magicka.1.d;Я чувствую, как моя сила медленно возвращается. Я восстановил часть своей магии.;;;;;;;;;;;;;x
tame_inner_demons_desc;Убрать  другие психические проблемы и пристрастия.;;;;;;;;;;;;;x;
EVTDESC600088;Использовать Школу Иллюзии для того, чтобы изменить разум цели.;;;;;;;;;;;;;x;
EVTOPTA600088;Я изгоню Шеогората из разума моей цели!;;;;;;;;;;;;;x;
EVTOPTB600088;Я изгоню Даэдра, что отравляет каждую мысль моей цели!;;;;;;;;;;;;;x;
EVTOPTC600088;Я вытравлю влияние Сангвина из жизни моей цели!;;;;;;;;;;;;;x;
EVTOPTD600088;Лунный сахар больше не сладок для моей цели.;;;;;;;;;;;;;x;
EVTOPTE600088;Это заклинание не возымело эффекта.;;;;;;;;;;;;;x;
spell_beautify;Украсить;;;;;;;;;;;;;x;
spell_beautify_desc;Убрать уродство или стать красивым.;;;;;;;;;;;;;x;
EVTDESC600089;Используйте магию Изменения, чтобы улучшить ваш внешний вид.;;;;;;;;;;;;;x;
EVTOPTA600089;Я больше не буду некрасивым.;;;;;;;;;;;;;x;
EVTOPTB600089;Сделать меня прекраснейшим из всех!;;;;;;;;;;;;;x;
EVTOPTC600089;Я передумал.;;;;;;;;;;;;;x;
spell_strengthen;Укреплять;;;;;;;;;;;;;x;
spell_strengthen_desc;Удалить слабость или стать сильным.;;;;;;;;;;;;;x;
EVTDESC600090;Используйте магию изменения для улучшения вашего физического мастерства.;;;;;;;;;;;;;x;
EVTOPTA600090;Мою цель больше не будут считать слабаком!;;;;;;;;;;;;;x;
EVTOPTB600090;Дай мне силу древних воителей!;;;;;;;;;;;;;x;
EVTOPTC600090;Улучшим же тело цели.;;;;;;;;;;;;;x;
EVTOPTD600090;Усилим разум цели тысячекратно!;;;;;;;;;;;;;x;
EVTOPTE600090;Я передумал.;;;;;;;;;;;;;x;
spell_quicken;Улучшить Тело;;;;;;;;;;;;;x;
spell_quicken_desc;"Используйте заклинание ""Улучшить Тело"" для поднятия порога выносливости и усиления ловкости.";;;;;;;;;;;;;x;
EVTDESC600091;Используйте магию Изменения для улучшения вашей ловкости.;;;;;;;;;;;;;x;
EVTOPTA600091;Ловкость моей цели воспою в песнях!;;;;;;;;;;;;;x;
EVTOPTB600091;Здоровье моей цели станет притчей во языцах! ;;;;;;;;;;;;;x;
EVTOPTC600091;Улучшим-ка здоровье цели.;;;;;;;;;;;;;x;
EVTOPTD600091;Я передумал.;;;;;;;;;;;;;x;
cure_disease_self;Излечить болезнь;;;;;;;;;;;;;x;
cure_disease_self_desc;Исцелить вашу цель от болезни.;;;;;;;;;;;;;x;
EVTDESC600092;Используйте магию Восстановления, чтобы вылечить текущие заболевания вашей цели.:;;;;;;;;;;;;;x;
EVTOPTA600092;Общие болезни.;;;;;;;;;;;;;x;
EVTOPTB600092;Чахотка.;;;;;;;;;;;;;x;
EVTOPTC600092;Тифозная лихорадка.;;;;;;;;;;;;;x;
EVTOPTD600092;Разжижение мозга.;;;;;;;;;;;;;x;
EVTOPTE600092;Чума.;;;;;;;;;;;;;x;
EVTOPTF600092;Кровавая чума.;;;;;;;;;;;;;x;
EVTOPTG600092;Оспа.;;;;;;;;;;;;;x;
EVTOPTH600092;Бурая гниль.;;;;;;;;;;;;;x;
EVTOPTI600092;Пневмония.;;;;;;;;;;;;;x;
EVTOPTJ600092;Гонорея.;;;;;;;;;;;;;x;
EVTOPTK600092;Кнахатенский грипп.;;;;;;;;;;;;;x;
EVTOPTL600092;Болотная гниль.;;;;;;;;;;;;;x;
EVTOPTM600092;Холера.;;;;;;;;;;;;;x;
EVTOPTN600092;Мокрый червь.;;;;;;;;;;;;;x;
EVTOPTO600092;Ведьмина сыпь.;;;;;;;;;;;;;x;
EVTOPTP600092;Зелёные споры.;;;;;;;;;;;;;x;
EVTOPTQ600092;Каменная подагра.;;;;;;;;;;;;;x;
EVTOPTR600092;Желудочная гниль.;;;;;;;;;;;;;x;
EVTOPTS600092;Ипохондрия.;;;;;;;;;;;;;x;
EVTOPTT600092;Сыпь Любовника.;;;;;;;;;;;;;x;
EVTOPTU600092;Кажется, я не заболел после всего.;;;;;;;;;;;;;x;
cure_disease_province;Излечить болезнь;;;;;;;;;;;;;x;
cure_disease_province_desc;Вылечить болезнь в указанной провинции;;;;;;;;;;;;;x;
EVTDESC600093;Используйте магию Восстановления, чтобы исцелить жителей провинции от болезни.;;;;;;;;;;;;;x;
EVTOPTA600093;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600093;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600093;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600093;Я изменил свое решение.;;;;;;;;;;;;;x;
summon_lesser_daedra;Призыв Дремор;;;;;;;;;;;;;x;
summon_lesser_daedra_desc;Призвать войско Даэдра.;;;;;;;;;;;;;x;
EVTDESC600094;Используйте магию Колдовства, чтобы призвать солдат-дремор, сражающихся на вашей стороне.;;;;;;;;;;;;;x;
EVTOPTA600094;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600094;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600094;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600094;Я изменил свое решение.;;;;;;;;;;;;;x;
summon_greater_daedra;Вызвать Орду Даэдра;;;;;;;;;;;;;x;
summon_greater_daedra_desc;Вызвать Даэдрическую Орду.;;;;;;;;;;;;;x;
EVTDESC600095;Используйте магию школы Колдовства, чтобы вызвать даэдрическую Орду, которая будет служить вам.;;;;;;;;;;;;;x;
EVTOPTA600095;Я попытаюсь нарушить барьеры между мирами и призвать огромную армию даэдра!;;;;;;;;;;;;;x;
EVTOPTB600095;Я не буду так легко играть с силами Обливиона.;;;;;;;;;;;;;x;
EVTDESC600096;Вы добились успеха в попытке вызвать даэдрические силы из области Обливиона.Теперь враги познают ваш гнев!;;;;;;;;;;;;;x;
EVTOPTA600096;*Злодейский смех*;;;;;;;;;;;;;x;
EVTDESC600097;Ваша попытка призвать армию Даэдра из забвения не удалась. Будьте благодарны, что это всё, что вам удалось сделать.;;;;;;;;;;;;;x;
EVTOPTA600097;Хвала богам!;;;;;;;;;;;;;x;
EVTDESC600098;Ваша попытка нарушить барьер Обливиона удалась ужасно хорошо.  Орда неконтролируемых Даэдра вторглась в провинцию и теперь угнетает местное население своими  ужасающими играми и забавами.;;;;;;;;;;;;;x;
EVTOPTA600098;Боги, помилуйте нас!;;;;;;;;;;;;;x;
summon_ghost_fleet;Призвать призрачный флот;;;;;;;;;;;;;x;
summon_ghost_fleet_desc;Наколдовать галеры в близлежащей морской зоне;;;;;;;;;;;;;x;
EVTDESC600099;Используйте магию Колдовства, чтобы призвать призрачный флот в ближайшую морскую зону.;;;;;;;;;;;;;x;
EVTOPTA600099;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600099;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600099;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600099;Я изменил свое решение.;;;;;;;;;;;;;x;
spell_immortality;Ритуал Бессмертия;;;;;;;;;;;;;x;
spell_immortality_desc;Попытка сделать себя бессмертным с помощью древней магии.;;;;;;;;;;;;;x;
EVTDESC600100;Ритуал готов и многие месяцы подготовки и сохранения магии почти увенчались успехом. Все, что остается - только последнее заклинание, вечность манит вас к себе, так как вы - один из величайших мастеров магии в Тамриэле.;;;;;;;;;;;;;x;
EVTOPTA600100;Я поставлю всё на кон и буду смеяться в лицо смерти!;;;;;;;;;;;;;x;
EVTOPTB600100;Второй мыслью было - не хочу рисковать своим существованием.;;;;;;;;;;;;;x;
EVTDESC600101;Когда магия, которую вы накапливали так долго, выпускается для питания ритуала, яркая вспышка света и ритуальные компоненты исчезают на глазах. На мгновение всё замерло, но постепенно вы ощущаете прилив энергии внутри вас, вы чувствуете, что ваше старение остановилось, навсегда.;;;;;;;;;;;;;x;
EVTOPTA600101;Эврика!;;;;;;;;;;;;;x;
EVTDESC600102;Когда магия, которую вы накапливали так долго, выпускается для питания ритуала, яркая вспышка света и ритуальные компоненты исчезают на глазах. На мгновение всё замерло, и тогда ваши силы покинули ваше тело. Всё гаснет, и вы падаете на пол...;;;;;;;;;;;;;x;
EVTOPTA600102;Что я наделал?!;;;;;;;;;;;;;x;
check_health;Увидеть здоровье;;;;;;;;;;;;;x;
check_health_desc;Разглядеть здоровье с помощью магии и проверить статистику здоровья у вашей цели.;;;;;;;;;;;;;x;
EVTDESC600103;Используйте магию Мистицизма, чтобы разглядеть здоровье у вашей цели.;;;;;;;;;;;;;x;
EVTOPTA600103;Я использую заклинание!;;;;;;;;;;;;;x;
EVTOPTB600103;Я изменил свое решение.;;;;;;;;;;;;;x;
EVTDESC600104;Я узнал, что здоровье моей цели составляет:;;;;;;;;;;;;;x;
EVTOPTA600104;Между 0 и 1.;;;;;;;;;;;;;x;
EVTOPTB600104;Между 1 и 2.;;;;;;;;;;;;;x;
EVTOPTC600104;Между 2 и 3.;;;;;;;;;;;;;x;
EVTOPTD600104;Между 3 и 4.;;;;;;;;;;;;;x;
EVTOPTE600104;Между 4 и 5.;;;;;;;;;;;;;x;
EVTOPTF600104;Между 5 и 6.;;;;;;;;;;;;;x;
EVTOPTG600104;Между 6 и 7.;;;;;;;;;;;;;x;
EVTOPTH600104;Между 7 и 8.;;;;;;;;;;;;;x;
EVTOPTI600104;Между 8 и 9.;;;;;;;;;;;;;x;
EVTOPTJ600104;Между 9 и 10.;;;;;;;;;;;;;x;
EVTOPTK600104;10 или выше.;;;;;;;;;;;;;x;
check_fertility;Увидеть плодовитость;;;;;;;;;;;;;x;
check_fertility_desc;Разглядеть плодовитость и проверить статистику фертильности у вашей цели.;;;;;;;;;;;;;x;
EVTDESC600105;Используйте магию Мистицизма, чтобы увидеть плодовитость у вашей цели.;;;;;;;;;;;;;x;
EVTOPTA600105;Я использую заклинание!;;;;;;;;;;;;;x;
EVTOPTB600105;Я изменил свое решение.;;;;;;;;;;;;;x;
EVTDESC600106;Я узнал, что плодовитость моей цели составляет:;;;;;;;;;;;;;x;
EVTOPTA600106;Менее чем 0%.;;;;;;;;;;;;;x;
EVTOPTB600106;Между 0 и 9%.;;;;;;;;;;;;;x;
EVTOPTC600106;Между 10 и 19%.;;;;;;;;;;;;;x;
EVTOPTD600106;Между 20 и 29%.;;;;;;;;;;;;;x;
EVTOPTE600106;Между 30 и 39%.;;;;;;;;;;;;;x;
EVTOPTF600106;Между 40 и 49%.;;;;;;;;;;;;;x;
EVTOPTG600106;Между 50 и 59%.;;;;;;;;;;;;;x;
EVTOPTH600106;Между 60 и 69%.;;;;;;;;;;;;;x;
EVTOPTI600106;Между 70 и 79%.;;;;;;;;;;;;;x;
EVTOPTJ600106;Между 80 и 89%.;;;;;;;;;;;;;x;
EVTOPTK600106;Между 90 и 99%.;;;;;;;;;;;;;x;
EVTOPTL600106;100% или выше.;;;;;;;;;;;;;x;
####################PET SPELLS;;;;;;;;;;;;;x;;
conjure_atronach;Фамильяр;;;;;;;;;;;;;x;
conjure_atronach_desc;Призовите волшебное существо к себе на службу.;;;;;;;;;;;;;x;
EVTDESC600107;Используйте магию Колдовства, чтобы призвать к себе на службу магическое существо.;;;;;;;;;;;;;x;
EVTOPTA600107;Мои заклинания превратят эти безжизненные соли в готового слугу.;;;;;;;;;;;;;x;
EVTOPTB600107;Использовать заклинание для вызова скампа из Обливиона, дабы тот служил вам.;;;;;;;;;;;;;x;
EVTOPTC600107;Моё заклинание превратит эту горстку праха в готового слугу.;;;;;;;;;;;;;x;
