#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
EVTDESC_RIP_11045_has_small_pox_uncertain;[From.GetTitledName] говорит, что не уверен[From.GetEndA], но скорее всего у Вас оспа, ну или какая-то похожая зараза. [From.GetSheHeCap] настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_has_aztec_disease;[From.GetTitledName] почти уверен[From.GetEndA], что у Вас опасная форма сифилиса, и настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_has_aztec_disease_horse;[From.GetTitledName] беспокоится, что у Вас опасная форма сифилиса. [From.GetSheHeCap] думает, что Вы [Root.GetHorseWrongSexWith] не следует. [From.GetSheHeCap] настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_has_aztec_disease_certain;[From.GetTitledName] утверждает, что весь [From.GetHersHis] медицинский опыт приводит к заключению, что у Вас опасная форма сифилиса. [From.GetSheHeCap] настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_has_aztec_disease_sure;[From.GetTitledName] уверен[From.GetEndA], что у Вас опасная форма сифилиса, и настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_has_aztec_disease_uncertain;[From.GetTitledName] говорит, что не уверен[From.GetEndA], но скорее всего у Вас опасная форма сифилиса. Если это так, лучше не рисковать и последовать [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_flu;[From.GetTitledName] почти уверен[From.GetEndA], что у Вас грипп, и настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_flu_horse;[From.GetTitledName] думает, что у Вас грипп. [From.GetSheHeCap] велел[From.GetEndA] Вам держать ноги в тепле, не покидать своё стойло и следовать [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_flu_certain;[From.GetTitledName] утверждает, что весь [From.GetHersHis] медицинский опыт приводит к заключению, что у Вас грипп. [From.GetSheHeCap] настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_flu_sure;[From.GetTitledName] уверен[From.GetEndA], что у Вас грипп, и настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_flu_uncertain;[From.GetTitledName] говорит, что не уверен[From.GetEndA], но скорее всего у Вас грипп, или что-то вроде того. [From.GetSheHeCap] настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_dysentery;[From.GetTitledName] почти уверен[From.GetEndA], что у Вас ранняя стадия дизентерии. [From.GetSheHeCap] настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_dysentery_horse;[From.GetTitledName] почти уверен[From.GetEndA], что у Вас ранняя стадия дизентерии. Помотав гривой, [From.GetSheHe] дал[From.GetEndA] понять, что это серьезно и велел[From.GetEndA] следовать [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_dysentery_certain;[From.GetTitledName] утверждает, что весь [From.GetHersHis] медицинский опыт приводит к заключению, что у Вас ранняя стаия дизентерии. [From.GetSheHeCap] настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_dysentery_sure;[From.GetTitledName] уверен[From.GetEndA], что у Вас раняя стадия дизентерии. [From.GetSheHeCap] настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_dysentery_uncertain;[From.GetTitledName] говорит, что не уверен[From.GetEndA], но скорее всего у Вас ранняя стадия дизентерии, а может и нет. [From.GetSheHeCap] настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_gout;[From.GetTitledName] почти уверен[From.GetEndA], что у Вас подагра. [From.GetSheHeCap] настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
EVTDESC_RIP_11045_gout_horse;[From.GetTitledName] опасается, что скорее всего у Вас подагра, состояние, которое вызывает хромоту. [From.GetSheHeCap] дал[From.GetEndA] понять, что когда время придёт, [From.GetSheHe] сделает это быстро, чтобы Вы не мучались, а пока велел[From.GetEndA] соблюдать предписания.;x
EVTDESC_RIP_11045_gout_certain;[From.GetTitledName] утверждает, что весь [From.GetHersHis] медицинский опыт приводит к заключению, что у Вас подагра. [From.GetSheHeCap] настаивает, чтобы Вы следовали [From.GetHersHis] указаниям.;x
